vin,craigslist_id,used_cars_id,year,manufacturer_cr,manufacturer_uc,model_cr,model_uc,price_cr,price_uc,mileage_cr,mileage_uc,warnings,warning_details,label
,7316773138,276903448,,Toyota,Kia,Camry,Sedona,0,31069.0,31106.0,12.0,,,0
WAUD2AFH0HN003216,7315402564,278767938,2017.0,Audi,Audi,A5,A5,23995,21982.0,109982.0,108856.0,0,,1
JTMCY7AJ8L4091425,7313916990,280670182,2020.0,Toyota,Toyota,Land Cruiser,Land Cruiser,83700,87525.0,6584.0,2.0,0,,1
,7316412774,281771280,,Nissan,Chevrolet,Juke,Silverado 1500,9988,51970.0,80793.0,2.0,,,0
,7307423738,279819912,,Nissan,Ford,Titan Xd Pro-4X,Explorer,45402,20991.0,21222.0,91397.0,,,0
,7309284161,244205287,,,Ford,F350 Spdty,Edge,33000,21925.0,115713.0,28810.0,,,0
,7316671938,281442309,,Jeep,Infiniti,Wrangler Unlimited,G37,27474,8995.0,106644.0,111000.0,,,0
KNMAT2MV5HP592396,7313767784,279679258,2017.0,Nissan,Nissan,Rogue,Rogue,18555,19995.0,30140.0,30064.0,0,,1
1FM5K7FH3GGC69838,7307796820,272762744,2016.0,Ford,Ford,Explorer,Explorer,18990,18990.0,111074.0,111074.0,0,,1
,7315435658,253175259,,Chrysler,Ford,Town And Country,Ecosport,13500,21322.0,41000.0,10.0,,,0
,7316167301,276903805,,Bmw,Toyota,5 Series 528I,Camry Hybrid,12500,35889.0,118649.0,,,,0
,7316240198,264258980,,Mazda,Hyundai,Mazda6,Sonata,4999,35125.0,209146.0,16.0,,,0
,7316310808,275064319,,Toyota,Ford,Sienna Limited Premium,F-150,438,29130.0,83539.0,5.0,,,0
,7307468419,274467164,,Chrysler,Ford,Town & Country Touring,Taurus,2999,16046.0,200000.0,79895.0,,,0
3GTU2NEC0GG367742,7316743226,277025495,2016.0,Gmc,Gmc,Sierra Slt Z71,Sierra 1500,36988,35988.0,94577.0,90415.0,0,,1
,7307087006,275941722,,Bmw,Volvo,5 Series 535D Xdrive Sedan,C30,22590,5850.0,60783.0,145183.0,,,0
,7311064730,266966530,,Dodge,Ford,Challenger,F-150,21990,8995.0,66988.0,184000.0,,,0
,7310842274,271306911,,Chevrolet,Lexus,Silverado 1500,Es Hybrid,26988,46809.0,35161.0,,,,0
4S4BSACC8J3276338,7306106460,280469712,2018.0,Subaru,Subaru,Outback,Outback,18995,19995.0,83285.0,83285.0,0,,1
1D4PU4GK7BW600065,7308788724,277061276,2011.0,Dodge,Dodge,Nitro,Nitro,8500,9950.0,114826.0,114826.0,0,,1
,7314275806,276008206,,Volkswagen,Lincoln,Golf Gti,Mks,19396,14995.0,56948.0,91922.0,,,0
,7302039570,265435746,,Nissan,Ford,Rogue Sv,Transit Cargo,17998,29991.0,39242.0,12623.0,,,0
,7305225721,279912919,,Toyota,Bmw,Avalon,3 Series,8999,23898.0,137119.0,58255.0,,,0
,7314493157,279234261,,Jeep,Ford,Wrangler,Edge,32999,25297.0,49529.0,15826.0,,,0
,7315527771,270033882,,,Mazda,335I Xdrive,Cx-30,13500,24316.0,99541.0,10.0,,,0
,7313961511,280327443,,Volkswagen,Toyota,Eos,Camry,0,20000.0,51274.0,51728.0,,,0
WAUGUGFF3H1080016,7303791917,281762327,2017.0,Audi,Audi,A3 2.0T Premium Plus,A3,18999,20900.0,43839.0,43839.0,0,,1
,7312782060,279718157,,Chevrolet,Honda,Silverado 1500 Custom,Civic Hatchback,34288,17421.0,76567.0,39244.0,,,0
,7302599641,281072882,,Saturn,Honda,Lw300,Civic,3995,8995.0,115089.0,176837.0,,,0
,7316076033,279501708,,Cadillac,Chevrolet,Escalade,Equinox,42995,18290.0,74865.0,46176.0,,,0
3MZBN1L3XHM151293,7314126200,275744635,2017.0,Mazda,Mazda,Mazda3,Mazda3,17433,17433.0,35564.0,35328.0,0,,1
ZFFYU51A020129002,7310014141,278902528,2002.0,Ferrari,Ferrari,360 Modena,360,84965,84975.0,12341.0,12341.0,0,,1
,7316352136,280689668,,Toyota,Kia,Rav4 Le Awd (Natl),Sorento,18442,11999.0,45985.0,133752.0,,,0
1GNSKJKC0LR132330,7314005172,253948368,2020.0,Chevrolet,Chevrolet,Suburban Premier,Suburban,67060,67060.0,14863.0,,0,,1
2GKFLPE33G6240582,7314718774,280014950,2016.0,Gmc,Gmc,Terrain Slt,Terrain,15999,16900.0,90873.0,84439.0,0,,1
,7314043063,280068634,,Ford,Toyota,Escape,Camry,6995,21381.0,141634.0,29517.0,,,0
,7316614046,280355596,,Chevrolet,Ford,Spark,Escape,6750,14591.0,86332.0,82695.0,,,0
,7316711309,276314937,,Ford,Honda,Expedition Limited,Odyssey,0,32927.0,26011.0,,,,0
,7303915210,277324702,,Lexus,Subaru,Ct200H,Outback,14991,5999.0,60213.0,155141.0,,,0
2C4RDGBG9KR779051,7315760607,253920124,2019.0,Dodge,Dodge,Grand Caravan,Grand Caravan,36900,28945.0,541.0,19.0,0,,1
3FA6P0HD9HR286509,7303322394,281381442,2017.0,Ford,Ford,Fusion,Fusion,15984,16500.0,28109.0,28109.0,0,,1
,7306999353,279748334,,Lexus,Gmc,Es 350,Yukon Xl,10995,52500.0,104767.0,31564.0,,,0
WVWHR7AN8LE016126,7315461739,275483657,2020.0,Volkswagen,Volkswagen,Arteon Sel R-Line,Arteon,35590,38037.0,3984.0,5.0,0,,1
,7310825108,279666588,,Honda,Dodge,Civic,Charger,0,21977.0,18868.0,7810.0,,,0
1FTFW1RG4KFA39642,7313645943,272756338,2019.0,Ford,Ford,F-150,F-150,65995,59998.0,23743.0,18622.0,0,,1
,7316842720,274658333,,Hyundai,Kia,Tucson Se,Cadenza,5995,17995.0,134533.0,30868.0,,,0
,7307723541,281458300,,Volkswagen,Ford,Cc,F-150,7999,41375.0,102000.0,5.0,,,0
,7316589063,278160507,,Chevrolet,Jeep,Silverado 1500 Classic,Cherokee,13900,19995.0,0.0,105081.0,,,0
,7314866611,275216116,,Honda,Ford,Accord Sedan Sport 1.5T,Explorer,25788,31500.0,56977.0,15233.0,,,0
,7316448511,281071110,,Toyota,Ford,Rav4 Hybrid Xse,Fiesta,0,10499.0,15395.0,2285.0,,,0
,7317041235,269621161,,Honda,Chevrolet,Civic Si,Spark,5800,15195.0,90500.0,2.0,,,0
JTDKN3DP1D3043673,7306799579,281621287,2013.0,Toyota,Toyota,Prius Plug-In Hybrid,Prius Plug-In,10990,8500.0,142808.0,142803.0,0,,1
,7306830940,268927860,,Ford,Dodge,Escape,Journey,0,20436.0,75940.0,12.0,,,0
,7309797233,279264785,,Ford,Honda,Fiesta Se,Hr-V,2500,26190.0,129400.0,8.0,,,0
,7316951305,272120121,,Ford,Nissan,F-350 Super Duty Platinum Lifted Diesel On 37'S,Pathfinder,82900,15495.0,65143.0,65854.0,,,0
,7310096031,280233846,,Chevrolet,Toyota,Silverado,Corolla Hatchback,5495,24602.0,265000.0,2.0,,,0
,7304921391,280188183,,Buick,Toyota,Encore Essence,Prius V,19900,8495.0,20679.0,137555.0,,,0
,7308360612,278208081,,Chevrolet,Ford,Tahoe,Edge,16995,21390.0,134828.0,16730.0,,,0
KL8CB6S90EC562632,7302183284,271637179,2014.0,Chevrolet,Chevrolet,Spark,Spark,0,6000.0,93406.0,93277.0,0,,1
JTDKN3DU0B1384285,7303566006,274003556,2011.0,Toyota,Toyota,Prius,Prius,0,11055.0,192514.0,192514.0,0,,1
,7313626869,257024630,,Infiniti,Mercedes-Benz,Qx56 Sport Utility,Glc-Class,5400,83655.0,181000.0,45.0,,,0
WBA3B9C5XFF589497,7314467958,275767159,2015.0,Bmw,Bmw,335I Xdrive,3 Series,26950,23950.0,47405.0,47405.0,1,"Model diverso: CR=335i xdrive, UC=3 series",1
,7316368133,278013131,,Nissan,Ford,Armada,Escape,24990,17999.0,104088.0,32537.0,,,0
,7306057052,280258265,,Honda,Toyota,Cr-V Hybrid Ex Sport,Avalon,31590,9900.0,2904.0,130711.0,,,0
,7314702760,280267237,,Ford,Ford,F-350 Super Duty,Mustang,28500,26622.0,24000.0,0.0,,,0
,7313821348,277692178,,Jeep,Kia,Renegade,Soul,99,12999.0,46431.0,17868.0,,,0
,7313538543,278494808,,Honda,Ferrari,Accord Sedan,F430 Spider,1000,119900.0,108745.0,15903.0,,,0
,7314923046,281064700,,Mercedes-Benz,Toyota,Sl,Corolla Hybrid,9995,22070.0,91819.0,0.0,,,0
,7314617435,277805459,,Subaru,Ford,Crosstrek,F-150,31194,43009.0,9916.0,37195.0,,,0
,7315505467,278722998,,Honda,Chevrolet,Odyssey Touring,Equinox,159,18990.0,139327.0,34239.0,,,0
,7303216008,277156705,,Toyota,Volvo,Camry Se,Xc60,20988,11950.0,73228.0,122000.0,,,0
,7315954234,278978564,,Bmw,Nissan,5 Series 550I,Murano,0,26553.0,69503.0,61228.0,,,0
,7310894125,280001829,,Volkswagen,Ford,Cc,Fusion Hybrid,0,19990.0,40978.0,36357.0,,,0
,7313301395,281313848,,Kia,Nissan,Cadenza,Rogue Sport,288,22587.0,39971.0,,,,0
,7314256805,279018201,,Ford,Jeep,Escape,Grand Cherokee,7995,29806.0,136944.0,7.0,,,0
KL7CJKSB8MB302633,7316488086,278023116,2021.0,Chevrolet,Chevrolet,Trax Ls,Trax,21029,23529.0,10.0,,0,,1
,7316326269,278484579,,Honda,Chevrolet,Accord,Suburban,5995,49947.0,137171.0,21205.0,,,0
,7315273668,278436090,,Honda,Dodge,Fit,Grand Caravan,11900,13999.0,33604.0,64686.0,,,0
5GZEV23738J203514,7316283454,272210936,2008.0,Saturn,Saturn,Outlook Xr,Outlook,5988,5988.0,198091.0,198091.0,0,,1
,7309783729,277563817,,Gmc,Ford,Envoy,Escape,6422,27874.0,121415.0,5.0,,,0
,7310343040,267203588,,Rover,Mitsubishi,,Outlander Sport,11790,22315.0,96844.0,,,,0
1GCGTEEN0J1218684,7315066621,280896635,2018.0,Chevrolet,Chevrolet,Colorado Zr2,Colorado,521,36887.0,43013.0,42654.0,1,"Prezzo molto diverso: CR=$521, UC=$36,887 (diff: $36,366, 98.6%)",1
,7314552072,279330041,,Toyota,Toyota,Camry,Sequoia,7995,16799.0,214453.0,130420.0,,,0
,7316774990,281213237,,Ford,Dodge,Transit,Grand Caravan,25795,19495.0,124335.0,47029.0,,,0
KNDPMCAC9L7631029,7306191945,280230388,2020.0,Kia,Kia,Sportage Lx Sport Utility 4D,Sportage,23590,23999.0,2443.0,2349.0,0,,1
,7314466844,280910316,,Toyota,Volkswagen,Camry,Jetta,21950,15500.0,19110.0,26188.0,,,0
2HGFB2F80FH552486,7308094685,281331419,2015.0,Honda,Honda,Civic,Civic,12595,13495.0,88000.0,88000.0,0,,1
,7302733118,277558287,,Ford,Chevrolet,Fusion,Silverado 1500,14700,42817.0,,20.0,,,0
,7306486056,277948990,,Chevrolet,Ram,Impala,2500,3995,55951.0,133309.0,124.0,,,0
,7309279014,281787116,,Ram,Toyota,1500,Corolla,9498,13897.0,141325.0,28920.0,,,0
,7313000555,278688883,,Chevrolet,Chevrolet,Traverse Lt,Silverado 1500,19288,38893.0,94276.0,2.0,,,0
,7308193236,252959225,,Kia,Chevrolet,Sorento Ex,Malibu,4500,5999.0,142000.0,145877.0,,,0
,7311486415,281772771,,Chevrolet,Lexus,Cruze,Is 350,11500,32437.0,145614.0,45086.0,,,0
,7316459890,277496854,,Ford,Kia,Explorer,Seltos,15995,23585.0,142261.0,0.0,,,0
,7311696424,280585654,,,Toyota,Saab 9-3,Camry,4995,31586.0,137869.0,2.0,,,0
5N1DL0MM8KC534821,7303762339,275517740,2019.0,Infiniti,Infiniti,Qx60,Qx60,33995,29888.0,31105.0,30941.0,0,,1
,7311820347,257478880,,Ram,Chevrolet,1500,Blazer,8995,30214.0,130249.0,3.0,,,0
1GYS4GKJ1JR189941,7310280749,277628761,2018.0,Cadillac,Cadillac,Escalade Esv,Escalade Esv,32995,34995.0,92036.0,92036.0,0,,1
3FA6P0G73FR127980,7315139193,279392813,2015.0,Ford,Ford,Fusion,Fusion,10295,10695.0,110456.0,110456.0,0,,1
,7307847095,280813133,,Gmc,Ford,Terrain,Transit Cargo,8400,41676.0,,0.0,,,0
1GKW2NEG5CR285600,7302207279,278354689,2012.0,Gmc,Gmc,Yukon Xl,Yukon Xl,27900,34900.0,127018.0,127018.0,0,,1
,7316919437,279814730,,Jeep,Chrysler,Grand Cherokee,200,4999,9297.0,186616.0,98470.0,,,0
,7314072807,277754163,,Mercedes-Benz,Mercedes-Benz,Benz E300,Sprinter,32827,54601.0,47009.0,1.0,,,0
,7311891185,280341809,,Mazda,Bmw,Mazda3,3 Series,6900,18995.0,106684.0,65012.0,,,0
,7316281513,279597791,,Bmw,Chevrolet,X6,Trax,0,16450.0,119976.0,28532.0,,,0
,7315406720,278607071,,Volkswagen,Mini,Passat,Cooper,6900,10499.0,113000.0,59967.0,,,0
,7312053427,257835906,,Nissan,Honda,Pathfinder,Hr-V,0,25852.0,34620.0,11.0,,,0
,7313822501,279837849,,Toyota,Chevrolet,Sienna,Spark,7800,17395.0,126022.0,0.0,,,0
,7313045257,277483848,,Dodge,Ford,Challenger R/T Plus Shaker,F-150,36000,38955.0,35000.0,8.0,,,0
1C4BJWFG4GL299580,7316855415,276919383,2016.0,Jeep,Jeep,Wrangler Unlimited Rubicon,Wrangler Unlimited,0,37999.0,41227.0,37986.0,0,,1
,7313319129,281584194,,Honda,Nissan,Civic,Rogue Sport,0,22000.0,166400.0,34794.0,,,0
JTEBU5JR2H5469124,7306331427,279064062,2017.0,Toyota,Toyota,4Runner,4Runner,35850,37900.0,64329.0,64329.0,0,,1
5GAKRCKDXGJ272089,7316859834,276403290,2016.0,Buick,Buick,Enclave,Enclave,18495,17295.0,88032.0,85410.0,0,,1
,7316277892,268842909,,Bmw,Jeep,7 Series,Cherokee,26288,23151.0,59584.0,1.0,,,0
5NPE34AFXGH391405,7314533497,275173071,2016.0,Hyundai,Hyundai,Sonata,Sonata,14500,15000.0,53725.0,53725.0,0,,1
WP1AB29P59LA45956,7316413062,281073650,2009.0,Porsche,Porsche,Cayenne,Cayenne,0,14900.0,97941.0,97941.0,0,,1
,7313332822,264620424,,Mercedes-Benz,Audi,E-Class,E-Tron,19995,84415.0,106637.0,38.0,,,0
3VV1B7AX3LM163344,7316509373,281164757,2020.0,Volkswagen,Volkswagen,Tiguan 2.0T S,Tiguan,19995,23877.0,10501.0,7.0,1,"Mileage molto diverso: CR=10,501, UC=7 (diff: 10,494, 99.9%)",1
,7311301401,278780696,,Ford,Ram,Fusion Hybrid,1500,18900,49658.0,48103.0,5.0,,,0
,7304184277,280952063,,Toyota,Toyota,Rav4,Sienna,11975,34557.0,142092.0,33027.0,,,0
,7309815807,279835817,,Ford,Ford,F-150,Fusion,0,27302.0,19123.0,5.0,,,0
,7309812403,279700318,,Mazda,Chrysler,Mazda6,Pacifica,14995,21663.0,95783.0,65290.0,,,0
,7316540111,265291968,,Toyota,Buick,Sienna Xle Limited,Lacrosse,5995,11880.0,123909.0,106488.0,,,0
JN8AT2MTXHW398147,7316749474,278824287,2017.0,Nissan,Nissan,Rogue Sv (2017.5) Sport,Rogue,20590,20599.0,30182.0,25859.0,0,,1
,7304684726,280154554,,Chevrolet,Ram,Silverado 1500,1500,12950,18463.0,82900.0,94509.0,,,0
4T1BK1EB9HU254809,7316519932,280959100,2017.0,Toyota,Toyota,Avalon Limited Sedan 4D,Avalon,28590,32988.0,27904.0,25940.0,0,,1
,7312355636,275574029,,Audi,Mercedes-Benz,Q5,Glc-Class,13999,45215.0,84332.0,0.0,,,0
,7311816734,278120245,,Ford,Mercedes-Benz,F-150,E-Class,29999,35578.0,118202.0,24608.0,,,0
2FMPK4J97LBA77461,7307339671,279079021,2020.0,Ford,Ford,Edge Sel Awd Awd,Edge,37490,37490.0,3666.0,15.0,0,,1
4T1BK36B09U349495,7312921305,279566315,2009.0,Toyota,Toyota,Avalon,Avalon,0,7999.0,159377.0,159377.0,0,,1
JTDKB20U777553022,7315404917,260749391,2007.0,Toyota,Toyota,Prius Hybrid,Prius,4999,6900.0,142154.0,127543.0,0,,1
,7304255280,281270888,,Hyundai,Jeep,Santa Fe,Patriot,7995,7999.0,65722.0,90000.0,,,0
,7316327605,276428159,,Ford,Ford,Explorer Sport,F-150,37900,37558.0,48440.0,40605.0,,,0
,7315562397,280058393,,Bmw,Chrysler,X1,200,11956,12500.0,117331.0,82308.0,,,0
,7316727269,280241577,,,Chevrolet,Sterling Acterra,Equinox,29950,13600.0,105121.0,68749.0,,,0
,7316468067,281148829,,Dodge,Hyundai,Nitro Slt,Sonata,0,26192.0,170908.0,0.0,,,0
,7314990558,280600766,,Mercedes-Benz,Mercury,S 550,Mariner,46900,6995.0,48975.0,129203.0,,,0
,7309966173,277970923,,Ram,Mitsubishi,3500,Outlander,40900,11800.0,119351.0,88795.0,,,0
,7315356405,281340153,,Toyota,Ford,Corolla Xrs,Transit Passenger,4500,33444.0,213631.0,39369.0,,,0
JF2SHBEC9BH768937,7316300374,281842908,2011.0,Subaru,Subaru,Forester,Forester,10995,10390.0,126269.0,126269.0,0,,1
,7313783252,280932854,,Saturn,Chrysler,Aura Xe,Pacifica,4499,4999.0,83832.0,82315.0,,,0
,7314991879,279045960,,Chevrolet,Subaru,Tahoe,Legacy,0,30926.0,,5.0,,,0
,7316871246,266947431,,Ford,Nissan,Flex,Altima,27977,16500.0,28120.0,49558.0,,,0
5N1AL0MN9GC502060,7315504682,278539737,2016.0,Infiniti,Infiniti,Qx60,Qx60,17500,20300.0,91350.0,91350.0,0,,1
,7314766882,273434977,,Hyundai,Hyundai,Genesis,Sonata,12229,28159.0,107672.0,,,,0
,7313748922,279648459,,Dodge,Kia,Journey,Forte,10639,20455.0,83598.0,10.0,,,0
,7311168685,278417584,,Bmw,Buick,X3,Enclave,0,10995.0,54401.0,115467.0,,,0
4T1B11HK5KU259737,7315381804,273791110,2019.0,Toyota,Toyota,Camry,Camry,25998,22999.0,27056.0,25679.0,0,,1
,7315960379,267540561,,Chrysler,Nissan,200,Rogue,2900,22090.0,1.0,1.0,,,0
,7309373369,272035699,,,Chevrolet,Genesis G80 3.8 Sedan 4D,Express,30990,21888.0,27005.0,28315.0,,,0
,7313243587,277173803,,Nissan,Jeep,Titan Crew Cab Sv Pickup,Renegade,32990,26927.0,17980.0,,,,0
,7317059715,279693524,,Toyota,Chevrolet,Prius Hybrid,Colorado,4500,30875.0,145000.0,3.0,,,0
,7309359529,274980578,,Ford,Mercedes-Benz,Fusion,Glb-Class,0,43960.0,104261.0,11.0,,,0
,7307769696,270035213,,Lincoln,Volkswagen,Mkz,Passat,15500,27575.0,98979.0,,,,0
5N1ED28Y54C608144,7313384321,273743560,2004.0,Nissan,Nissan,Xterra,Xterra,6495,6495.0,140514.0,140514.0,0,,1
,7316353213,280644987,,Nissan,Dodge,Altima 2.5 S,Grand Caravan,6800,18888.0,100000.0,46648.0,,,0
,7306759372,255567392,,Chevrolet,Bmw,Equinox,3 Series,12480,21300.0,108000.0,21027.0,,,0
,7316231799,280470346,,Chevrolet,Volvo,Equinox,V60,6999,48100.0,174848.0,2500.0,,,0
,7316602407,280972097,,Ford,Ford,Mustang Gt Premium,Fusion,33000,13800.0,32600.0,55879.0,,,0
,7316213920,280072757,,Kia,Chevrolet,Rio S,Silverado 1500,17695,40587.0,4264.0,44818.0,,,0
,7307758860,269892873,,Dodge,Ford,Durango,Ecosport,37999,21620.0,37944.0,6.0,,,0
1N4AL3AP1FN882662,7315490632,281268613,2015.0,Nissan,Nissan,Altima,Altima,0,14995.0,69546.0,69531.0,0,,1
,7314566427,280009965,,Jeep,Chevrolet,Grand Cherokee Limited,Equinox,36990,27295.0,10760.0,2.0,,,0
,7315531814,270137054,,Ram,Ram,Promaster City Tradesman,1500,18286,55731.0,74650.0,,,,0
,7316920625,280358490,,Jeep,Chevrolet,Cherokee Latitude,Suburban,332,37990.0,43318.0,71464.0,,,0
,7315836731,281085877,,Jaguar,Buick,Xf 20D Prestige Sedan 4D,Verano,25590,13981.0,32431.0,69024.0,,,0
,7313864324,277433205,,Kia,Ford,Optima S Sedan 4D,Fusion,21990,23865.0,22243.0,0.0,,,0
,7314988467,278807311,,Chevrolet,Chevrolet,Captiva Sport,Silverado 1500,9495,38018.0,88205.0,0.0,,,0
,7308070854,264131776,,,Ford,Scion Tc,F-150,6995,47955.0,132650.0,26.0,,,0
,7303760134,281624310,,Bmw,Ford,X3 Xdrive28I Sport Utility,Mustang,27590,8750.0,23631.0,101951.0,,,0
,7304224193,270020285,,Acura,Mitsubishi,Tlx,Mirage G4,36500,17435.0,11500.0,1.0,,,0
1FM5K8AR6DGC35880,7301593334,254977021,2013.0,Ford,Ford,Explorer 4X4,Explorer,8995,8995.0,150000.0,142937.0,0,,1
,7315083676,248316825,,Toyota,Honda,Camry,Odyssey,3999,5993.0,160000.0,172940.0,,,0
,7303752794,277602410,,Ford,Toyota,Super Duty F-350 Srw,Highlander,18995,26476.0,211298.0,30808.0,,,0
,7316343337,281550340,,Jeep,Jeep,Wrangler Sport Suv 2D,Grand Cherokee,28590,41670.0,31783.0,,,,0
1FTRF12W49KC07327,7303219919,281440352,2009.0,Ford,Ford,F150,F-150,6500,8995.0,138638.0,138638.0,1,"Model diverso: CR=f150, UC=f-150",1
,7313816798,275950620,,Toyota,Volvo,Camry Solara Sle,Xc90,3950,46500.0,209860.0,5.0,,,0
WAUDNAF40KA076976,7308205110,271352075,2019.0,Audi,Audi,A4,A4,0,34990.0,12898.0,12898.0,0,,1
,7316454821,281476611,,Mercedes-Benz,Gmc,Glk-Class Glk 350,Sierra 1500,18590,47143.0,100674.0,,,,0
5LMCJ3C90HUL35830,7307112478,251125382,2017.0,Lincoln,Lincoln,Mkc Reserve,Mkc,0,33995.0,15420.0,15420.0,0,,1
,7303190210,278365041,,Ford,Ford,F-150 Xl,F-250 Super Duty,20000,15867.0,141527.0,194597.0,,,0
,7316290760,278970207,,Mazda,Nissan,6 I Grand Touring,Maxima,4900,38078.0,176000.0,7.0,,,0
,7314968211,280002307,,Gmc,Mini,S15 P/U,Countryman,4500,12999.0,161690.0,76979.0,,,0
JF2SHABC9DH436689,7316554467,266700463,2013.0,Subaru,Subaru,Forester,Forester,8495,9495.0,117000.0,117000.0,0,,1
,7310952931,252941927,,Hyundai,Toyota,Santa Fe,Corolla Hatchback,6999,21395.0,150174.0,5.0,,,0
,7314336343,278138123,,Ford,Mazda,F-150,Cx-5,0,28759.0,86408.0,3.0,,,0
,7304155894,279310729,,Ram,Kia,1500,Sedona,8800,37320.0,174531.0,10.0,,,0
,7310532274,278278043,,Ford,Honda,F-150,Pilot,10500,49827.0,185322.0,0.0,,,0
,7305808206,280818514,,Acura,Dodge,Mdx 3.7L,Journey,0,12577.0,82192.0,58277.0,,,0
,7302740657,277935120,,Ford,Honda,Ranger,Cr-V,0,26393.0,,4.0,,,0
,7316818851,281022282,,Hyundai,Chevrolet,Elantra,Traverse,8799,33999.0,87292.0,27059.0,,,0
JF2SH6AC4AG725690,7309368535,273245637,2010.0,Subaru,Subaru,Forester,Forester,8495,8495.0,92753.0,92753.0,0,,1
,7315320566,277356803,,Cadillac,Chrysler,Xt5 Luxury,Pacifica,24990,43675.0,40790.0,5.0,,,0
2C4RDGEG9KR533550,7314911525,242579194,2019.0,Dodge,Dodge,Grand Caravan,Grand Caravan,0,17999.0,58777.0,58777.0,0,,1
,7303223632,281518409,,Jeep,Chevrolet,Patriot,Silverado 1500,9995,12990.0,113131.0,142562.0,,,0
,7302963281,279865692,,Chevrolet,Ford,Cruze,Fusion,18700,17097.0,12000.0,37545.0,,,0
,7306734786,281708685,,Jeep,Toyota,Cherokee Latitude,4Runner,19800,44988.0,7300.0,0.0,,,0
2C3CCAAG2EH175508,7315299462,247765283,2014.0,Chrysler,Chrysler,300,300,11495,9495.0,131690.0,131690.0,0,,1
,7304158683,272959378,,Hyundai,Jeep,Santa Fe Se Sport,Compass,24990,22500.0,10030.0,42880.0,,,0
,7301624487,279575610,,Toyota,Chevrolet,4Runner Sr5 Sport Utility,Tahoe,21990,43992.0,101049.0,37684.0,,,0
,7304946086,274349105,,Chevrolet,Jeep,Camaro 2Ss,Compass,30000,27365.0,56552.0,9.0,,,0
,7310343135,264460901,,Kia,Buick,Optima,Encore Gx,10290,28240.0,72651.0,0.0,,,0
,7315106627,281429391,,Buick,Acura,Enclave,Rdx,13998,23598.0,93028.0,35178.0,,,0
2T3DFREV5DW011313,7312741447,280100138,2013.0,Toyota,Toyota,Rav4,Rav4,16999,17995.0,85817.0,85817.0,0,,1
,7315740117,279653670,,Mazda,Jeep,Mazda6 4Dr Sdn Auto I Sport,Cherokee,10995,27242.0,136851.0,10.0,,,0
,7308294999,279173294,,Mitsubishi,Ford,Lancer,Fusion,0,21121.0,112413.0,2.0,,,0
,7306721563,273872208,,Audi,Hyundai,Q8 Premium Sport Utility 4D,Ioniq Hybrid,64590,31752.0,10291.0,,,,0
,7316560281,280086511,,Ford,Toyota,Edge,Supra,10995,58156.0,118250.0,0.0,,,0
,7315952074,281514881,,Subaru,Honda,Outback,Pilot,6990,38555.0,129086.0,5.0,,,0
,7316309405,280831875,,Nissan,Mitsubishi,Altima Midnight Sr Fwd,Outlander,0,16990.0,50919.0,42352.0,,,0
,7316488233,279233125,,Volvo,Nissan,C70 Convertible,Kicks,4295,20227.0,172500.0,5.0,,,0
,7311048967,263993266,,Lexus,Honda,Rx 350,Hr-V,37000,26590.0,37715.0,0.0,,,0
,7312472991,269704592,,Gmc,Honda,Yukon,Civic,0,21605.0,62759.0,,,,0
2C4RC1BG9GR164488,7314973577,281509690,2016.0,Chrysler,Chrysler,Town & Country Touring,Town & Country,15700,13918.0,90392.0,90338.0,0,,1
,7314658531,278792729,,Toyota,Dodge,Tacoma,Charger,10999,32622.0,202500.0,57699.0,,,0
,7313251578,280009300,,Honda,Kia,Accord Ex-L Coupe 2D,K5,17990,26615.0,58200.0,5.0,,,0
1G1JC5SGXF4193352,7309414012,240388447,2015.0,Chevrolet,Chevrolet,Sonic Lt Auto,Sonic,7995,7999.0,88156.0,88000.0,0,,1
2G1WC5E30D1147326,7307790954,274868946,2013.0,Chevrolet,Chevrolet,Impala Ltz,Impala,4995,4999.0,114411.0,114265.0,0,,1
,7312776064,280327039,,Ford,Ford,F-150 Supercab Xlt 4X4,F-150,20998,48742.0,123476.0,0.0,,,0
,7304861669,259752263,,Ford,Toyota,F-350,Sienna,55998,24950.0,66330.0,,,,0
1FMCU9G93HUF00678,7316164193,276073846,2017.0,Ford,Ford,Escape,Escape,18495,18500.0,31876.0,31818.0,0,,1
,7311880927,280312427,,Chevrolet,Chevrolet,Trax Lt,Equinox,14752,21996.0,69500.0,15.0,,,0
,7315164508,269702145,,Ford,Honda,Explorer,Cr-V,1488,25380.0,255083.0,12.0,,,0
,7314817037,279391966,,Ford,Ford,Edge,F-150,6995,49702.0,151338.0,0.0,,,0
,7308191818,281355431,,Lexus,Ford,Nx,Expedition,26900,78307.0,43471.0,3.0,,,0
,7315036020,272654752,,Dodge,Bmw,Charger,5 Series,26995,31500.0,40433.0,37618.0,,,0
,7312584529,275021652,,Lexus,Ford,Gs,Fusion,14980,23245.0,95644.0,2.0,,,0
,7303398484,277493250,,Buick,Toyota,Encore Preferred,Corolla,18990,21964.0,14476.0,0.0,,,0
1FTEW1E46KKE13408,7301613453,279071632,2019.0,Ford,Ford,F150 Supercrew Cab Xl,F-150,41990,51990.0,19109.0,19109.0,1,"Model diverso: CR=f150 supercrew cab xl, UC=f-150",1
,7314065893,280433905,,Toyota,Ford,Highlander,F-150,0,33644.0,40870.0,34094.0,,,0
